submission_id,ID,QUD,RT,block,competence,condition,critical_question,exp_condition,experiment_id,main_type,prior,prompt,question,relevance,response,test_question,title,trial_name,trial_number,attention_prop,passed_attention_check
2353,18,"Leo is sponsoring a golf tournament. In particular, he provides a luxurious car for any hole-in-one. When Leo arrives at the tournament, his friend Hans who arrived shortly before him comes up to him. Hans vaguely overheard some people talking about the events so far. He tells Leo what he heard.",8530,pri,0,critical,NA,hll,73,xor,0,"<b>If someone hit a hole-in-one on the first hole, it is likely that they also hit a hole-in-one on the second hole.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,34,no,Leo's prize,main_trials,23,NA,NA
2353,18,"Leo is sponsoring a golf tournament. In particular, he provides a luxurious car for any hole-in-one. When Leo arrives at the tournament, his friend Hans who arrived shortly before him comes up to him. Hans vaguely overheard some people talking about the events so far. He tells Leo what he heard.",13568,comp,0,critical,NA,hll,73,xor,0,<b>Hans knows whether someone just hit a hole-in-one on both the first and the second hole.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,59,no,Leo's prize,main_trials,24,NA,NA
2353,18,"Leo is sponsoring a golf tournament. In particular, he provides a luxurious car for any hole-in-one. When Leo arrives at the tournament, his friend Hans who arrived shortly before him comes up to him. Hans vaguely overheard some people talking about the events so far. He tells Leo what he heard.",14927,test_question2,0,test,NA,hll,73,xor,0,"<b>Hans is sponsoring the tournament, too.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,30,test_uncertain1,Leo's prize,main_trials,25,NA,NA
2353,18,"Leo is sponsoring a golf tournament. In particular, he provides a luxurious car for any hole-in-one. When Leo arrives at the tournament, his friend Hans who arrived shortly before him comes up to him. Hans vaguely overheard some people talking about the events so far. He tells Leo what he heard.",5615,test_question3,0,test,NA,hll,73,xor,0,<b>The players have a chance to win a luxurious vehicle. </b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,77,test_true2,Leo's prize,main_trials,26,NA,NA
2353,18,"Leo is sponsoring a golf tournament. In particular, he provides a luxurious car for any hole-in-one. When Leo arrives at the tournament, his friend Hans who arrived shortly before him comes up to him. Hans vaguely overheard some people talking about the events so far. He tells Leo what he heard.",14198,test_question4,0,test,NA,hll,73,xor,0,<b>Hans hit a hole-in-one.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,19,test_false2,Leo's prize,main_trials,27,NA,NA
2353,18,"Leo is sponsoring a golf tournament. In particular, he provides a luxurious car for any hole-in-one. When Leo arrives at the tournament, his friend Hans who arrived shortly before him comes up to him. Hans vaguely overheard some people talking about the events so far. He tells Leo what he heard.",39371,xor,0,critical,<b>Hans tells Leo: 'I heard someone just hit a hole-in-one on the first or second hole.'</b>,hll,73,xor,0,<b>From what Hans said we may conclude that the player in question didn't hit a hole-in-one on both the first and the second hole.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,32,no,Leo's prize,main_trials,28,NA,NA
2353,NA,Edward is in a crowded bar IDing the patrons who are drinking alcohol. There are new laws and if there is even one incident of underage drinking today Edward will close down the bar. Please move the slider all the way to the right. He talks to the owner of the bar later that night.,39989,attention_check,NA,attention_check,NA,NA,73,NA,NA,<b>Five people were drinking beer at the bar.</b>,"<font size=""3""> How likely is it that the statement is true given the story?</font>",NA,58,NA,Underage drinking,main_trials,29,NA,NA
2353,50,"Leonard celebrated his fifth birthday with his best friends today. All of them brought a present. After eating cake, each child presented their present to Leonard one by one. Leonard was allowed to either unwrap each present immediately or wait until later. After the party, Suzanne's mother comes to take her daughter home. Leonard's mother tells Suzanne's mother about the party.",93202,test_question1,1,test,NA,lhh,73,some,1,"<b>Leonard’s little sister was at his party, too.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,5,test_uncertain1,Gift unwrapping,main_trials,30,NA,NA
2353,50,"Leonard celebrated his fifth birthday with his best friends today. All of them brought a present. After eating cake, each child presented their present to Leonard one by one. Leonard was allowed to either unwrap each present immediately or wait until later. After the party, Suzanne's mother comes to take her daughter home. Leonard's mother tells Suzanne's mother about the party.",13256,comp,1,critical,NA,lhh,73,some,1,<b>Leonard's mother knows whether Leonard unwrapped all of the presents right away.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,88,no,Gift unwrapping,main_trials,31,NA,NA
2353,50,"Leonard celebrated his fifth birthday with his best friends today. All of them brought a present. After eating cake, each child presented their present to Leonard one by one. Leonard was allowed to either unwrap each present immediately or wait until later. After the party, Suzanne's mother comes to take her daughter home. Leonard's mother tells Suzanne's mother about the party.",20164,rel,1,critical,NA,lhh,73,some,1,<b>It is important for Suzanne's mother to know whether Leonard unwrapped all of the presents right away.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,69,no,Gift unwrapping,main_trials,32,NA,NA
2353,50,"Leonard celebrated his fifth birthday with his best friends today. All of them brought a present. After eating cake, each child presented their present to Leonard one by one. Leonard was allowed to either unwrap each present immediately or wait until later. After the party, Suzanne's mother comes to take her daughter home. Leonard's mother tells Suzanne's mother about the party.",18907,pri,1,critical,NA,lhh,73,some,1,"<b>If Leonard unwrapped at least some of the presents right away, then he unwrapped all of them right away.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,92,no,Gift unwrapping,main_trials,33,NA,NA
2353,50,"Leonard celebrated his fifth birthday with his best friends today. All of them brought a present. After eating cake, each child presented their present to Leonard one by one. Leonard was allowed to either unwrap each present immediately or wait until later. After the party, Suzanne's mother comes to take her daughter home. Leonard's mother tells Suzanne's mother about the party.",31970,test_question2,1,test,NA,lhh,73,some,1,<b>Suzanne did not bring a present for Leonard.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,0,test_false1,Gift unwrapping,main_trials,34,NA,NA
2353,50,"Leonard celebrated his fifth birthday with his best friends today. All of them brought a present. After eating cake, each child presented their present to Leonard one by one. Leonard was allowed to either unwrap each present immediately or wait until later. After the party, Suzanne's mother comes to take her daughter home. Leonard's mother tells Suzanne's mother about the party.",10892,test_question3,1,test,NA,lhh,73,some,1,<b>Suzanne attended Leonard's birthday party.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,100,test_true2,Gift unwrapping,main_trials,35,NA,NA
2353,50,"Leonard celebrated his fifth birthday with his best friends today. All of them brought a present. After eating cake, each child presented their present to Leonard one by one. Leonard was allowed to either unwrap each present immediately or wait until later. After the party, Suzanne's mother comes to take her daughter home. Leonard's mother tells Suzanne's mother about the party.",19732,test_question4,1,test,NA,lhh,73,some,1,<b>There were twelve children at the party.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,22,test_uncertain2,Gift unwrapping,main_trials,36,NA,NA
2353,50,"Leonard celebrated his fifth birthday with his best friends today. All of them brought a present. After eating cake, each child presented their present to Leonard one by one. Leonard was allowed to either unwrap each present immediately or wait until later. After the party, Suzanne's mother comes to take her daughter home. Leonard's mother tells Suzanne's mother about the party.",18869,some,1,critical,<b>Leonard's mother says: 'Leonard unwrapped some of the presents right away.'</b>,lhh,73,some,1,<b>From what Leonard's mother said we may conclude that Leonard did not unwrap all of the presents right away.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,86,no,Gift unwrapping,main_trials,37,NA,NA
2353,60,"Ten-year old Rachel and her grandmother decide to go to a museum. Currently, the Tyrannosaurus Rex is on display there. They want to have a look at it. Rachel's grandmother asks if Rachel already knows anything about dinosaurs.",29857,test_question1,0,test,NA,llh,73,some,1,<b>Rachel likes dinosaurs.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,91,test_true1,Dinosaurs,main_trials,38,NA,NA
2353,60,"Ten-year old Rachel and her grandmother decide to go to a museum. Currently, the Tyrannosaurus Rex is on display there. They want to have a look at it. Rachel's grandmother asks if Rachel already knows anything about dinosaurs.",38354,comp,0,critical,NA,llh,73,some,1,<b>Rachel knows whether all of the dinosaurs are extinct.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,75,no,Dinosaurs,main_trials,39,NA,NA
2353,60,"Ten-year old Rachel and her grandmother decide to go to a museum. Currently, the Tyrannosaurus Rex is on display there. They want to have a look at it. Rachel's grandmother asks if Rachel already knows anything about dinosaurs.",18790,rel,0,critical,NA,llh,73,some,1,<b>It is important for Rachel's grandmother to know whether all of the dinosaurs are extinct.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,38,no,Dinosaurs,main_trials,40,NA,NA
2353,60,"Ten-year old Rachel and her grandmother decide to go to a museum. Currently, the Tyrannosaurus Rex is on display there. They want to have a look at it. Rachel's grandmother asks if Rachel already knows anything about dinosaurs.",24363,pri,0,critical,NA,llh,73,some,1,"<b>If at least some of the dinosaurs are extinct, then all of the dinosaurs are extinct.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,6,no,Dinosaurs,main_trials,41,NA,NA
2353,60,"Ten-year old Rachel and her grandmother decide to go to a museum. Currently, the Tyrannosaurus Rex is on display there. They want to have a look at it. Rachel's grandmother asks if Rachel already knows anything about dinosaurs.",5730,test_question2,0,test,NA,llh,73,some,1,<b>Rachel is ten years old.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,100,test_true2,Dinosaurs,main_trials,42,NA,NA
2353,60,"Ten-year old Rachel and her grandmother decide to go to a museum. Currently, the Tyrannosaurus Rex is on display there. They want to have a look at it. Rachel's grandmother asks if Rachel already knows anything about dinosaurs.",18372,test_question3,0,test,NA,llh,73,some,1,<b>Rachel and her grandmother are about to go to the theater.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,16,test_false1,Dinosaurs,main_trials,43,NA,NA
2353,60,"Ten-year old Rachel and her grandmother decide to go to a museum. Currently, the Tyrannosaurus Rex is on display there. They want to have a look at it. Rachel's grandmother asks if Rachel already knows anything about dinosaurs.",9649,test_question4,0,test,NA,llh,73,some,1,"<b>Rachel's grandfather would have liked to come, but he has a bad headache.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,39,test_uncertain2,Dinosaurs,main_trials,44,NA,NA
2353,60,"Ten-year old Rachel and her grandmother decide to go to a museum. Currently, the Tyrannosaurus Rex is on display there. They want to have a look at it. Rachel's grandmother asks if Rachel already knows anything about dinosaurs.",16256,some,0,critical,<b>Rachel tells her grandmother: 'Some of the dinosaurs are extinct.'</b>,llh,73,some,1,<b>From what Rachel said we may conclude that not all of the dinosaurs are extinct.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,72,no,Dinosaurs,main_trials,45,NA,NA
2353,NA,John and his wife are eating dinner. They have been extremely busy all day in connection with their stressful jobs as real estate agents. Please move the slider all the way to the right. They are discussing a rumor saying that a famous singer has committed suicide in the morning.,45987,attention_check,NA,attention_check,NA,NA,73,NA,NA,<b>John really liked that singer.</b>,"<font size=""3""> How likely is it that the statement is true given the story?</font>",NA,100,NA,Rumors,main_trials,46,NA,NA
2353,NA,"A chocolate brand recently introduced new flavors. Please move the slider all the way to the left. To get people to try them, the company offers a discount price if you buy chocolate bars in all of the new flavors at the same time. Anna thinks that it's only worth the price if all of the flavors are good.",28080,attention_check,NA,attention_check,NA,NA,73,NA,NA,<b>Anna already tried the new salted caramel chocolate bar.</b>,"<font size=""3""> How likely is it that the statement is true given the story?</font>",NA,0,NA,Chocolate flavors,main_trials,47,NA,NA
2353,NA,Freddy is finally allowed to get a cat. Please move the slider all the way to the left. He and his mum go to the animal shelter to choose one they want to take home with them.,10457,attention_check,NA,attention_check,NA,NA,73,NA,NA,<b>Freddy liked a little white kitten the most.</b>,"<font size=""3""> How likely is it that the statement is true given the story?</font>",NA,0,NA,Shelter,main_trials,48,NA,NA
2353,NA,Mrs. McCartney organized a quiz event at a nursing home. The residents are asked to hand in their answers on a sheet of paper in groups. Please move the slider all the way to the right. Mrs. McCartney is announcing the results of the first question.,10477,attention_check,NA,attention_check,NA,NA,73,NA,NA,<b>The residents really like Mrs. McCartney's events.</b>,"<font size=""3""> How likely is it that the statement is true given the story?</font>",NA,100,NA,Quiz,main_trials,49,NA,NA
2353,41,"Tim desperately wants to buy a video game called ‘World Eater’ that was released on Saturday. On TV, Tim saw masses of people queue to get their hands on a copy. However, his parents have grounded him for the weekend, so he has to wait until Monday to go to the store. On Sunday evening, Tim’s friend Max phones him up. Max tells Tim about the rumors he heard.",43019,test_question1,0,test,NA,hlh,73,some,1,<b>Max and Tim are friends.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,100,test_true1,The game,main_trials,50,NA,NA
2353,41,"Tim desperately wants to buy a video game called ‘World Eater’ that was released on Saturday. On TV, Tim saw masses of people queue to get their hands on a copy. However, his parents have grounded him for the weekend, so he has to wait until Monday to go to the store. On Sunday evening, Tim’s friend Max phones him up. Max tells Tim about the rumors he heard.",61779,pri,0,critical,NA,hlh,73,some,1,"<b>If at least some of the copies of 'World Eater' were already sold over the weekend, then all of the copies of 'World Eater' were already sold.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,63,no,The game,main_trials,51,NA,NA
2353,41,"Tim desperately wants to buy a video game called ‘World Eater’ that was released on Saturday. On TV, Tim saw masses of people queue to get their hands on a copy. However, his parents have grounded him for the weekend, so he has to wait until Monday to go to the store. On Sunday evening, Tim’s friend Max phones him up. Max tells Tim about the rumors he heard.",17588,comp,0,critical,NA,hlh,73,some,1,<b>Max knows whether all of the copies of 'World Eater' were already sold over the weekend.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,32,no,The game,main_trials,52,NA,NA
2353,41,"Tim desperately wants to buy a video game called ‘World Eater’ that was released on Saturday. On TV, Tim saw masses of people queue to get their hands on a copy. However, his parents have grounded him for the weekend, so he has to wait until Monday to go to the store. On Sunday evening, Tim’s friend Max phones him up. Max tells Tim about the rumors he heard.",17040,rel,0,critical,NA,hlh,73,some,1,<b>It is important for Tim to know whether all of the copies of 'World Eater' were already sold over the weekend.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,89,no,The game,main_trials,53,NA,NA
2353,41,"Tim desperately wants to buy a video game called ‘World Eater’ that was released on Saturday. On TV, Tim saw masses of people queue to get their hands on a copy. However, his parents have grounded him for the weekend, so he has to wait until Monday to go to the store. On Sunday evening, Tim’s friend Max phones him up. Max tells Tim about the rumors he heard.",5464,test_question2,0,test,NA,hlh,73,some,1,<b>‘World Eater’ was released two months ago.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,0,test_false1,The game,main_trials,54,NA,NA
2353,41,"Tim desperately wants to buy a video game called ‘World Eater’ that was released on Saturday. On TV, Tim saw masses of people queue to get their hands on a copy. However, his parents have grounded him for the weekend, so he has to wait until Monday to go to the store. On Sunday evening, Tim’s friend Max phones him up. Max tells Tim about the rumors he heard.",18889,test_question3,0,test,NA,hlh,73,some,1,<b>Tim is already working.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,4,test_false2,The game,main_trials,55,NA,NA
2353,41,"Tim desperately wants to buy a video game called ‘World Eater’ that was released on Saturday. On TV, Tim saw masses of people queue to get their hands on a copy. However, his parents have grounded him for the weekend, so he has to wait until Monday to go to the store. On Sunday evening, Tim’s friend Max phones him up. Max tells Tim about the rumors he heard.",9282,test_question4,0,test,NA,hlh,73,some,1,"<b>Tim has an older brother who is into computer games, as well.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,41,test_uncertain1,The game,main_trials,56,NA,NA
2353,41,"Tim desperately wants to buy a video game called ‘World Eater’ that was released on Saturday. On TV, Tim saw masses of people queue to get their hands on a copy. However, his parents have grounded him for the weekend, so he has to wait until Monday to go to the store. On Sunday evening, Tim’s friend Max phones him up. Max tells Tim about the rumors he heard.",14465,some,0,critical,<b>Max tells Tim: 'Some of the copies of ‘World Eater’ have already been sold over the weekend.’ </b>,hlh,73,some,1,<b>From what Max said we may conclude that not all of the copies of 'World Eater' were already sold over the weekend.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,79,no,The game,main_trials,57,NA,NA
2353,4,Sandra and Susie are watching a movie with Brad Pitt. Sandra vaguely remembers another movie with Brad Pitt. She tells Susie about it.,40272,test_question1,0,test,NA,lll,73,xor,0,<b>Brad Pitt is playing the bad guy in that other movie.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,43,test_false1,Brad Pitt,main_trials,58,NA,NA
2353,4,Sandra and Susie are watching a movie with Brad Pitt. Sandra vaguely remembers another movie with Brad Pitt. She tells Susie about it.,13247,rel,0,critical,NA,lll,73,xor,0,<b>It is important for Susie to know whether Brad Pitt played both a fireman and a special agent in that other movie.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,42,no,Brad Pitt,main_trials,59,NA,NA
2353,4,Sandra and Susie are watching a movie with Brad Pitt. Sandra vaguely remembers another movie with Brad Pitt. She tells Susie about it.,18940,comp,0,critical,NA,lll,73,xor,0,<b>Sandra knows whether Brad Pitt played both a fireman and a special agent in that other movie.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,64,no,Brad Pitt,main_trials,60,NA,NA
2353,4,Sandra and Susie are watching a movie with Brad Pitt. Sandra vaguely remembers another movie with Brad Pitt. She tells Susie about it.,8496,pri,0,critical,NA,lll,73,xor,0,"<b>If Brad Pitt played a fireman, it is likely that he also played a special agent in that other movie.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,38,no,Brad Pitt,main_trials,61,NA,NA
2353,4,Sandra and Susie are watching a movie with Brad Pitt. Sandra vaguely remembers another movie with Brad Pitt. She tells Susie about it.,4720,pri,0,critical,NA,lll,73,xor,0,"<b>If Brad Pitt a special agent, it is likely that he also played a fireman in that other movie.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,42,no,Brad Pitt,main_trials,62,NA,NA
2353,4,Sandra and Susie are watching a movie with Brad Pitt. Sandra vaguely remembers another movie with Brad Pitt. She tells Susie about it.,7943,test_question2,0,test,NA,lll,73,xor,0,<b>Brad Pitt is an actor.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,97,test_true1,Brad Pitt,main_trials,63,NA,NA
2353,4,Sandra and Susie are watching a movie with Brad Pitt. Sandra vaguely remembers another movie with Brad Pitt. She tells Susie about it.,6404,test_question3,0,test,NA,lll,73,xor,0,<b>Sandra and Susie like Brad Pitt.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,71,test_true2,Brad Pitt,main_trials,64,NA,NA
2353,4,Sandra and Susie are watching a movie with Brad Pitt. Sandra vaguely remembers another movie with Brad Pitt. She tells Susie about it.,9589,test_question4,0,test,NA,lll,73,xor,0,<b>Sandra likes Sandra Bullock.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,55,test_uncertain1,Brad Pitt,main_trials,65,NA,NA
2353,4,Sandra and Susie are watching a movie with Brad Pitt. Sandra vaguely remembers another movie with Brad Pitt. She tells Susie about it.,14248,xor,0,critical,<b>Sandra says to Susie: ‘Brad Pitt played a fireman or a special agent in that other movie.'</b>,lll,73,xor,0,<b>From what Sandra said we may conclude that Brad Pitt did not play both a fireman and a special agent in that other movie.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,84,no,Brad Pitt,main_trials,66,NA,NA
2353,NA,Mr. Carpenter teaches at a university. He gave his students a homework assignment last week. Please click on the slider handle and leave it in the middle. The students are supposed to submit their homework by putting it in a dedicated post box. Mr. Carpenter collects the submitted assignments.,18473,attention_check,NA,attention_check,NA,NA,73,NA,NA,<b>All students submitted their homework on time.</b>,"<font size=""3""> How likely is it that the statement is true given the story?</font>",NA,50,NA,Homework,main_trials,67,NA,NA
2353,40,"Mr. Brown teaches biology to ninth-graders. This year the Department of Education would like to understand which subject is the most difficult for students across the country. Therefore, Mr. Brown has to report to the superintendent when students fail the course.",30188,test_question1,1,test,NA,hhl,73,some,0,<b>Mr. Brown is a school teacher.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,100,test_true1,Teacher,main_trials,68,NA,NA
2353,40,"Mr. Brown teaches biology to ninth-graders. This year the Department of Education would like to understand which subject is the most difficult for students across the country. Therefore, Mr. Brown has to report to the superintendent when students fail the course.",12731,comp,1,critical,NA,hhl,73,some,0,<b>Mr. Brown knows whether all of the students failed the course this year.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,98,no,Teacher,main_trials,69,NA,NA
2353,40,"Mr. Brown teaches biology to ninth-graders. This year the Department of Education would like to understand which subject is the most difficult for students across the country. Therefore, Mr. Brown has to report to the superintendent when students fail the course.",7359,rel,1,critical,NA,hhl,73,some,0,<b>It is important for the superintendent to know whether all of the students failed the course this year.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,98,no,Teacher,main_trials,70,NA,NA
2353,40,"Mr. Brown teaches biology to ninth-graders. This year the Department of Education would like to understand which subject is the most difficult for students across the country. Therefore, Mr. Brown has to report to the superintendent when students fail the course.",20163,pri,1,critical,NA,hhl,73,some,0,"<b>If at least some of the students failed the course this year, then all of the students failed the course this year.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,27,no,Teacher,main_trials,71,NA,NA
2353,40,"Mr. Brown teaches biology to ninth-graders. This year the Department of Education would like to understand which subject is the most difficult for students across the country. Therefore, Mr. Brown has to report to the superintendent when students fail the course.",10615,test_question2,1,test,NA,hhl,73,some,0,<b>Mr. Brown would like to teach chemistry instead of biology.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,42,test_uncertain2,Teacher,main_trials,72,NA,NA
2353,40,"Mr. Brown teaches biology to ninth-graders. This year the Department of Education would like to understand which subject is the most difficult for students across the country. Therefore, Mr. Brown has to report to the superintendent when students fail the course.",5123,test_question3,1,test,NA,hhl,73,some,0,<b>Mr. Brown teaches the ninth grade.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,100,test_true2,Teacher,main_trials,73,NA,NA
2353,40,"Mr. Brown teaches biology to ninth-graders. This year the Department of Education would like to understand which subject is the most difficult for students across the country. Therefore, Mr. Brown has to report to the superintendent when students fail the course.",9239,test_question4,1,test,NA,hhl,73,some,0,<b>The Department of Education only needs reports from biology teachers.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,1,test_false2,Teacher,main_trials,74,NA,NA
2353,40,"Mr. Brown teaches biology to ninth-graders. This year the Department of Education would like to understand which subject is the most difficult for students across the country. Therefore, Mr. Brown has to report to the superintendent when students fail the course.",18498,some,1,critical,<b>Mr. Brown says to the superintendent: 'Some of the students failed the course this year.’</b>,hhl,73,some,0,<b>From what Mr. Brown said we may conclude that not all of the students failed the course this year.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,100,no,Teacher,main_trials,75,NA,NA
2353,NA,"Jason Barley and Richard Trellis are TV experts engaged in a live discussion of the current NBA season. They are debating about whether Greg Jones should be the Most Valuable Player of the season. Please click on the slider handle and leave it in the middle. Jason Barley thinks so, but Richard Trellis is less convinced.",19776,attention_check,NA,attention_check,NA,NA,73,NA,NA,<b>Greg Jones secured victory for his team during the last seconds of a decisive games.</b>,"<font size=""3""> How likely is it that the statement is true given the story?</font>",NA,51,NA,TV experts,main_trials,76,NA,NA
2352,47,"Lucy has to give a talk in front of a big audience of psychologists. She is going to criticize one of the dominant theories about schizophrenia. Her friend Jacob is in the audience of her talk. Afterwards, Jacob chats with his neighbors. He tells Lucy what they thought about her talk.",40295,test_question1,0,test,NA,hll,73,some,0,<b>Lucy is really nervous about the talk. </b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,56,test_uncertain2,Schizophrenia talk,main_trials,1,1,TRUE
2352,47,"Lucy has to give a talk in front of a big audience of psychologists. She is going to criticize one of the dominant theories about schizophrenia. Her friend Jacob is in the audience of her talk. Afterwards, Jacob chats with his neighbors. He tells Lucy what they thought about her talk.",10952,comp,0,critical,NA,hll,73,some,0,<b>Jacob knows whether all of the people enjoyed Lucy's talk.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,0,no,Schizophrenia talk,main_trials,2,1,TRUE
2352,47,"Lucy has to give a talk in front of a big audience of psychologists. She is going to criticize one of the dominant theories about schizophrenia. Her friend Jacob is in the audience of her talk. Afterwards, Jacob chats with his neighbors. He tells Lucy what they thought about her talk.",15303,rel,0,critical,NA,hll,73,some,0,<b>It is important for Lucy to know whether all of the people enjoyed her talk.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,10,no,Schizophrenia talk,main_trials,3,1,TRUE
2352,47,"Lucy has to give a talk in front of a big audience of psychologists. She is going to criticize one of the dominant theories about schizophrenia. Her friend Jacob is in the audience of her talk. Afterwards, Jacob chats with his neighbors. He tells Lucy what they thought about her talk.",8984,pri,0,critical,NA,hll,73,some,0,"<b>If at least some of the people enjoyed Lucy's talk, then all of them did.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,0,no,Schizophrenia talk,main_trials,4,1,TRUE
2352,47,"Lucy has to give a talk in front of a big audience of psychologists. She is going to criticize one of the dominant theories about schizophrenia. Her friend Jacob is in the audience of her talk. Afterwards, Jacob chats with his neighbors. He tells Lucy what they thought about her talk.",17975,test_question2,0,test,NA,hll,73,some,0,<b>Lucy's talk is unlikely to stir much commotion.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,39,test_false2,Schizophrenia talk,main_trials,5,1,TRUE
2352,47,"Lucy has to give a talk in front of a big audience of psychologists. She is going to criticize one of the dominant theories about schizophrenia. Her friend Jacob is in the audience of her talk. Afterwards, Jacob chats with his neighbors. He tells Lucy what they thought about her talk.",27392,test_question3,0,test,NA,hll,73,some,0,<b>Jacob studies electrical engineering.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,51,test_uncertain1,Schizophrenia talk,main_trials,6,1,TRUE
2352,47,"Lucy has to give a talk in front of a big audience of psychologists. She is going to criticize one of the dominant theories about schizophrenia. Her friend Jacob is in the audience of her talk. Afterwards, Jacob chats with his neighbors. He tells Lucy what they thought about her talk.",22383,test_question4,0,test,NA,hll,73,some,0,<b>Jacob was the only listener of Lucy’s talk.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,0,test_false1,Schizophrenia talk,main_trials,7,1,TRUE
2352,47,"Lucy has to give a talk in front of a big audience of psychologists. She is going to criticize one of the dominant theories about schizophrenia. Her friend Jacob is in the audience of her talk. Afterwards, Jacob chats with his neighbors. He tells Lucy what they thought about her talk.",25960,some,0,critical,<b>Jacob says to Lucy: 'Some of the people enjoyed your talk.'</b>,hll,73,some,0,<b>From what Jacob said we may conclude that not all of the people enjoyed Lucy's talk.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,100,no,Schizophrenia talk,main_trials,8,1,TRUE
2352,25,"During summer camp, every student was allowed at most one main dish for lunch. But some students queued up twice. One of the teachers wants to find out which students broke the rule yesterday. The teacher approaches Mrs. Sanders to ask about her son Ted. Mrs. Sanders spends every lunch break with Ted.",25934,test_question1,1,test,NA,hhl,73,xor,0,<b>Ted does not like pizza.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,50,test_uncertain2,Mrs. Sanders' son,main_trials,9,1,TRUE
